rating,comment
1,ae ko nên mua nha hàng kém chất lượng giao xong bật lên ko nghe nhạc đc giao loa kém chất lượng kêu trả hàng thì im re đợi hết hạn rồi lấy tiền lun ae ko nên mua phí tiền
1,Ae mua tạo telegram thì né shop này ra nhé. Mua 20 cái vứt hơn nửa
1,Ai có ý định mua loa này cần nên xem lại. Loa thì dè ko kiểm tra trc khi gửi cho khách ib thì  trả lời cho có Gọi điện thì kêu nghỉ. Bảo đổi trả thì kêu bên e nghỉ. Lý do nọ lý do kia. Lm ăn ko có tý gọi là trách nhiệm nào cả. Mình đánh giá 1 sao và quá thất vọng về cách kinh doanh bên shop.
1,Ai mua hay đọc bình luận của mọi người đã nhé . Gần như 100% mọi người phản hồi sản phẩm rất tệ . Shop lừa đảo .nếu Shopee vẫn để những shop bán hàng kiểu như thế này thì sẽ rất mất uy tín và mọi người sẽ k thể ủng hộ Shopee lâu dài đc .
1,"ai mua sim về tạo tk shopee thì né shop này ra nha mn, mình mua sim đã hỏi shop sim mới cứng tạo được shopee không, shop kêu có. về 12 cái đều có tài khoản hết trơn, lỡ dại nhấn đã nhận hàng nên giờ ib shop không thèm rep luôn, thái độ phục vụ quá kém, có âm chắc mình ciungx cho âm sao quá"
1,All numbers are banned already  cant even register anywhere. Dont waste your time and money.
1,âm lượng thì ok mà 1 tai nghe dc 1 tai thì không
1,Âm thanh cũng ổn nhưng không có nút bấm tăng giảm ám lượng trên tai nghe phần nút làm bằng nhựa nên dễ vỡ 1 sao nha
1,Âm thanh lỏ vc dây thì mỏng khuyên mn nên mua măy cái 50k đừng ham rẻ
1,"ăn bị ngộ độc nhắn tin mà nt không phản hồi bảo trên live là có người trả lời chờ mãi chả thấy, không hiểu nổi"
1,"Ăn chả thấy vị phô mai đâu, nhạt lách chán tht sự , k nên mua đâu mn ăn"
1,"Ăn kinh lắm! Nó cứ bột bột mủn mủn s ấy mn ạ, nt cho shop thì shop k trl k nên mua nhé!"
1,Ăn ko ăn giao hàng lâu bai bị pho nai bơ sữa nà chẳng ra pho mai bơ sữa gì ko nên mua
1,Ăn ko ngon 1 tí nào vị thì ko đậm ăn bột bột muốn nôn vc ra hấn ko có gì đặc biệt luôn ấy thất vọng thật sự😔
1,Ăn ko ngon nhé cứng lắm mua trên tik tok ngon cơ cái này mua lại thương hiệu của bà tuyết nên làm chán lắm ạ
1,"Ảnh bán thì đủ loại màu, đi ship 5 cái màu hồng, màu hồng hôi nhất trong đủ loại màu, phải chi đưa 5 cái 5 màu khác nhau ko tức đưa 5 cái màu hồng mùi hắc nồng sộc lỗ mũi hít vào khó chịu"
1,"Ảnh chỉ để nhận xu , Nhận hàng thất vọng nha , K giống mô tả lắm mềm mà bệch k cao như mô tả đi hay bị vấp"
1,"Anh chị mua dễ nhầm vì hàng này china rẻ nên cục sạc nhẹ bổng, vẫn chưa dám sạc"
1,Anh em cân nhắc. Nói thẳng ra là shop làm ăn và cách xử lí khi khách hàng thắc mắc quá chán. Nhắn tin thì mấy tiếng sau mới trả lời. Gọi đến số của shop thì thuê bao. Quá tệ.
1,"Anh em chú ý shop này nhé . Tào lao lắm mua sim bảo 1 năm ko hết hạn . Sim tự gia han song hơn 1 tháng bị thi hồi về . Nghỉ nó cay . Nhắn tin thi mấy ngày ko thèm trả lời, ￼"
1,"Anh em mua hàng né cái shop này ra nhé! Lừa đảo gửi sim lỗi đến lúc khiếu nại thì chối kiểu loanh quanh. Máy mình vẫn đang dùng sim Vietnamobile bình thường lắp sim của shop vào ko dùng được , phản hồi thì shop lại đổ tại máy mình!"
1,"Anh giao hàng bị vỡ hết cả thế này, shop không kiểm tra à"
1,Ảnh một đằng sản phẩm một nẻo
1,Ảnh một kiểu hàng 1 kiểu
1,Anh shiper dễ tính  nhưng hàng thì giao ko đúng vs mẫu mình mua
1,Ảnh thì to giao thì bé1 tháng ms nhận được quá là thất vọng
1,"Áo  xấu còn kh khâu kim tuyến kh đúng như hình, khâu còn bung chỉ tùm lum 😤"
1,Áo có nhiều vết bẩn lớn trên vải áo. Màu sẽ đậm hơn trên hình. Đang mang đi giặt thử xem có hết được không.
1,áo đéo giống trong hình áo nhìn như cc
1,Áo đểu ko nên mua
1,"Áo được thôi, mỏng, k dày lắm. , Mình thấy hình trên sp form áo đứng rất đẹp, tuy nhiên ở ngoài mình thấy form áo dễ xê dịch. Nút áo lỏng"
1,áo fece chùi nhà:))
1,Áo Ghi Như Cái Rẻ Lau
1,Áo hình dán k pk đính kim tuyến nhé mn lưu ý
1,Áo k giống trên ảnh
1,"Áo kh như hình ảnh minh họa ,ảnh minh họa là áo kim tuyến mà về ra áo kh kim tuyến"
1,"Áo khoác nam mà k có túi bên trong, Lần trước mình đặt rõ ràng có túi nên mới đặt lại mà lần này lại không có rất thất vọng, Áo lần này còn mỏng nữa 🥲"
1,Áo không giống hình ảnh
1,Áo ko có kim tuyến shop đầu buồi mong shop xem lại
1,Áo Ko giống như trên hình
1,Áo ko giống như trên hình vải mỏng
1,Áo ko giống như trong ảnh
1,"áo mới mà dây kéo rất rích. , kéo lên k được, GIAO SAI ÁO: đặt áo 129k có lớp lưới ở trong để mặc mát. mà shop giao áo 99k , mà mình trả tiền để mua áo lót lưới mà, thôi coi như xui. bỏ cái áo luôn."
1,Áo mong hình in nhỏ còn bị bong
1,"Áo mỏng quá sức tưởng tượng, giao 1 áo k có tem mạc gì hết. Quá tệ"
1,Áo mỏng vl ae đừng nên mua
1,"Áo mỏng,hình in không đẹp!"
1,"Áo ngư cắt đã mỏng mà hình in còn ko đúng , Quá tệ không bao h mua nữa"
1,Áo nhỏ hình mô xấu
1,Áo như buoi xấu thậm tệ
1,Áo như c chả có tí kim tuyến nào
1,Áo như cái đầu buồi
1,Áo như cc đừng mua
1,Áo như ccc môi nhỏ ko nên mua
1,Áo như lol shop treo đầu dê bán thịt chó lm ăn như lol
1,"Áo như lồn, Không nên mua mn ơi"
1,Áo như lồnnnn. Xấu k nên mua
1,Áo như rẻ rách đặt cái lọ về cái kia
1,Áo quá mỏng . Màu đen nhìn mà xuyên thấu luôn mọi người nên cân nhất trước khi mua
1,"Áo quá mỏng giao lâu., Lòi chỉ, mai xéo,in bị hở xấu"
1,"Áo quá nhỏ cho nam,  mình là nữ 1m65 50kg mà mặc vừa khít luôn thì kb nam m7 6876kg như shop ghi thì ních kiểu gì. Áo dài nhưng hẹp bề ngang, vai nhỏ. Chất thì ổn số với giá. Tính mua mặc rộng rộng mà hóa ra lại vừa khít.chán."
1,Áo rách chỉ lum la
1,"Áo rất khác trên ảnh ạ. Vải túi áo bằng vải nilon, túi áo bé và thừa vải rất nhiều, bằng nửa cái túi áo luôn. Em có tạo link shopee để shop đặt lại áo, để em gửi lại cho shop. Em gói hàng cực ký cẩn thận. Nhưng shop lại không nhận và hoàn lại bên em. Em có nhắn tin hỏi shop thì shop không trả lời."
1,Áo rộng và in rất chán
1,"áo thiết kế thì đẹp còn vải thì quá mỏng ,  không dày dặn quá thất vọng , mặc được vài bữa chắc làm dẻ lau nhà mất, lần đầu mua áo brand mà mỏng vậy ( hình ảnh dùng để nhận xu)"
1,"Áo thun k đúng màu nhaaa 😒, Quay lại mua lần 3 nhưng thất vọng ạ 🙂"
1,áo trên mạng khác ngoài khác như lonn í🙂
1,"áo vải đẹp nhưng hình xấu, mờ, nhỏ khác với mô tả"
1,áo xấu chất vào rất mỏng cổ áo cũng thế chỉ may rất ẩu nhận hàng về bị thủng lỗ size L nhưng rất nhỏ kh đúng size trên bảng THẤT VỌNG
1,Áo xấu delll có kim tuyến
1,Áo xấu hình môi bé
1,Áo xấu kh nên mua
1,Ao xấu không dống như trên hình
1,Áo xấu không giống trong hình
1,Áo xấu lắm mỏng cực kỳ in thì ko đúng tốt nhất đừng mua
1,Áo xấu như 1 cái dẻ lau
1,Áo xấu vải mỏng ko như hình
1,Áp SHOPEE này mang tính chất bán hàng lừa đảo và không có thái độ phục vụ khách hàng tốt vd như là đơn này tôi có bằng chứng và nhiều bằng chứng khác mà shopee mở cái đổi trả cho có chứ khôg cho đổi trả TẤT CẢ CHỦ SHOP TRÊN ỨNG DỤNG ĐIỀU LỪA ĐẢO [có nhắn hỗ trợ gì chủ shop lừa mất tiền oan đó!
1,Bấm dùng ko lên
1,"bấm huỷ hàng nhưng shop không xác nhận và shop nói những lời lẽ rất khó chịu , mọi người từ lần sau mua shop này thì suy nghĩ kĩ có nên đặt không :)"
1,"Bấm khá lỏng lẻo, phần ốc vít hông đc chặt , cầm k chắc tay ....."
1,Bấm tới mức lớn nhất cũng không run nt shop thì k thấy phản hồi🙂
1,"Bán cục nguồn hư sạc ko vo điện, nhắn tin thì ko tra lời."
1,Ban đầu cũng nghi nghi vì cmt toàn nói shop giao sai nhưng vẫn tin tưởng đặt ai dè giao sai màu còn sai số lượng ko bt shop làm ăn kiểu gì nữa( tệ)
1,Bán để có điều khiển mà giao không có
1,"Bán đồ chốc sơn tùm lum ib thì ko trả lời buôn bán k trách nhiệm, lần trước mua kèm bóp thì bị hư ib cũng câm mn nên né đi"
1,Bán giá giẻ thì đừng giới thiệu hàng sịn
1,"Bán giấy giả!,  Tay ướt lau là rã nát, lau chén dĩa xong phai đi rửa lại chén vì dính giấy nát vụn đầy chén dĩa., Nt nói shop thì shop k nhận bán hàng kém chat lượng , quảng cáo sai dối, Mà còn nói thấy ghét. , Xứng đâng chặn khỏi shopee , Uổng tiền uổng sự tin tưởng, Mua 2 thùng, Giờ dụ rác, Thảm bại qá nha shop!"
1,Bán hàng bố náo mua máy bay lại  không có  điều khiển bố náo
1,Bán hàng dởm mấy mua về sài ko được đổi lại cũng ko được bỏ tiền mua mà sử dụng ko được bán hàng tệ ko nên mua
1,Bán hàng ko có tâm chút nào. Giấy vụn rồi bụi sần sùi thấy gớm. Mọi ng đừng có mua của shop này nữa
1,"Bán hàng ko có trách nhiệm, ko có uy tín. Mọi người đừng nên mua. Mua về quên ko check luôn nên ko hoàn hàng được. Mọi người tránh shop này ra nhé"
1,bán hàng lừa đảo nhé anh em cảnh giác giao 20 cái sim không dùng đc cái nào lắp vào không nhận sóng không đăng kí đc gì hết. đúng lũ lừa đảo không khá lên được. anh mua nhớ xem những đánh giá 1 sao xem như nào nhé.
1,"Bán hàng mà không chú trọng đến hàng hóa sản phẩm, dù SP mắt tiền hay rẻ tiền thì cũng gói SP phẩm đến tay khách hàng đàng hoàn tử tế, chứ có đâu gói cục hàng, Như đồ ngoài chợ trời, lại còn gói giống cục băng vệ sinh phụ nữ bỏ mẹ."
1,Bán hàng mua này giao kia mua gia 35 giao món 15 bán hàng rất là gian lận
1,bán hàng như cc
1,bán hàng như lừa đảo vậy.giao đồ chơi trẻ em à
1,Bán hàng phải rao bán cụ thể miếng dán không không có điện sao giật được mua rồi bỏ không kìa không có cục tròn đâu có bấm máy mà chạy massage được
1,"Bán hàng quá kém. Mình đặt 40kg thì giao không đúng còn xé tem kg trên thân. Đặt cạnh cây 60kg mình mua từ trước thì không khác nhiều,  khả năng là cây 50kg chớ không phải 40kg như mình đặt. Gian dối quá. Không có thì báo không chớ làm vậy ai dám mua nữa"
1,Bán hàng sai quảng cáo. Sim đã bị đăng ký gần hết.
1,Bán k có đầu ghim vào cốc sạc
1,Bán màn hình gi mà vân vân tay thiêt kế không ôn chut nào . Khó nhìn làm khó chịu mat
1,"Bạn ơi, đăng ký App MBBank để có ngay 30.000VND và cơ hội kiếm thêm hàng chục triệu đồng khi giới thiệu bạn bè Miễn phí chuyển khoản trọn đời và lựa chọn tài khoản Số đẹp miễn phí  theo link sau:  https://l.linklyhq.com/l/1PHcG"
1,Bán sim 45 ngày mà động đến làm cái nào cũng bị khoá 1 chiều gọi đi
1,Bán sim 4k trong khi khách hàng phải trả 8k5/sim. Khách hàng thắc mắc thì im lặng
1,"bán sim bố láo, mua sim 60 ngày, có sim ko nhận được tin nhắn phải nạp tiền kích hoạt, sim thì 30/11, ko ai rảnh mua 1 mớ sim vô gọi 789 gia hạn, nêu gia hạn vậy, mua sim 15 ngày gia hạn còn khoẻ hơn, 1 sao xứng đáng."
1,Bán sim đã sài nát k phải sim zin lừa đảo ae nhé
1,"Bán sim để lập các ứng dụng mà mua về lập shopee k lập được, chán"
1,"Bán sim đểu ah,ko dùng đc,ib shop ko thèm trả lời"
1,"Bán sim lừa đảo mua 10 cái sim hạn 60 ngày ko dùng dc cái nào, nhắn tin shop thì ko trả lời, ko giải quyết, hơn 100k mà đi lừa khách hàng."
1,"Bán thì có hộp,mua về thành cái túi bóng"
1,Bán toàn sim hết hạn. Mua về phải nạp tiền mới dùng đc
1,Bánh bị mốc shop bán mà k để ý hàng hóa bán cho người ta hàng kém chất lượng mọi người cân nhắc khi mua ạ
1,"Bánh hơi cứng, có miếng bị khô... Trải nghiệm lần đầu mua hàng của shop bị thất vọng. Vừa cầm đơn hàng trên tay đã thấy bị con gì cắn cả 1 lỗ to đùng r, dã thế lúc mở ra thì túi zip ko đc đóng kín, hở toang hoác ra ạ. Khâu đóng gói gửi đi cho khách cực kỳ cẩu thả. Giá rẻ là rất tốt rồi, biết là shop rất nhiều đơn hơn nữa lại là ngày sale, nhưng cũng cần tôn trọng khách ạ. Ko thể vì sản phẩm bán rẻ rồi muốn đóng hàng, gửi hàng như nào thì gửi đc. Mình nghĩ shop nên mua thêm máy hàn miệng túi để khâu đóng gói đc hoàn thiện hơn."
1,Bánh khô ko dung với hình bánh ít được có 6 cái. Bơ cũng ít
1,Bánh mốc od 3kg làm 2lần mỗi lần 1.5kg áp mã ib shop k phản hồi
1,Bánh thì bị ỉu dai có mùi hắc dầu rất khó mà ăn có đưa ra giải quyết nhanh mà shop không giải quyết theo bịch bánh tráng mình đã vứt nên không quay vd
1,bánh tráng bị mốc.nhắn tin mà shop kh trả lời
1,"Bánh tráng bị sẫm màu, đục hơn bánh tráng bên shop khác, Bánh có nhiều vết dơ đen"
1,"bânh tráng có 1 tí, gói bơ bé hơn ngón tay, set này k xứng với giá tiền, bánh tráng hôi, ship lâu"
1,"Bánh tráng cũ hơi thất vọg k đáng mua mùa đi k 3746Sử dụng biểu tượng chỉnh sửa để ghim, thêm hoặc xóa đoạn.sjjsjhdjdkskmsnxnbxydisjssns s wujwjuwueeejebennenebennddhdhjd được những 2 ư là ai t chơi game với đồ họa đẹp mắt muốn điều đó không phải là người tốt việc tốt nhất là khi nào e ở bên 66yeysy có một người đàn có một nhân viên uốg cafe chơi game rác kêu t choiw mậy là ai đâu oan hồn nhanh quá nguy cơ à 3"
1,"Bánh tráng cứng ,"
1,"bánh tráng dở cực,  như gần bị hư v vị thì lạc không nghe mùi phô mai gì hết"
1,Bánh trảng dở ẹt hầu rình
1,Bánh tráng dở lắm ạ không phải bánh tráng phơi sương ạ nói chung là dở lắm ạ
1,"Bánh tráng dở vl. Trc h t ăn xì ke là kiểu dạng muối nhuyễn và có nhiều hành phi (siêu cay nha). Bánh tráng shop ăn chẳng thấy hột muối nào, trộn ko đều, mùi thuốc bắc ấy, t ko thik ngửi mùi này chút nào vs cả xì ke khô mà ăn cảm nhận đc vị nước lọc trộn vào, và đặc biệt xì ke ko cay 🤡 bánh tráng ngoài bắc đúng là 1 lv khác"
1,Bánh tráng gương mat cứng vậy?
1,Bánh tráng hết hạn ngày xuất và hạn sử dụng thì ghi k đúng
1,"Bánh tráng ít chắc 10 miếng ít lắm, Bơ ít rất rât ít, Hành phi ít tẻo, Nước sốt me như nước me ( dở ẹt), Ko đáng mua , Đóng gói nguy hiểm, thà tui bỏ ra thêm mười mấy ngàn mua bên  CHUCHAN  nha mọi người"
1,"bánh tráng ỉu , ăn như đấm vào mồm vậy"
1,"Bánh tráng không ngon , đặt cái này giao cái khác , đóng gói còn ko kỹ"
1,"Bánh tráng lần này ăn rất dở, quá tệ, bánh tráng xì ke vừa khô vừa mặn vừa cay, ncl k nên mua đâu"
1,Bánh tráng này là bánh tráng phơi nắng chứ kp btp sương .hàng về tưởng ngon lành ai dè nó bị khô hết .Cuối cùng là vứt nguyên bì
1,"Bánh tráng như cl,được mỗi cái bao bì đẹp,cái hành phi gì đấy đắng ỉa"
1,bánh tráng phô mai bị vụn với bị ít hơn loại bánh tráng khác. nhắn tin khiếu nại thì rep được tý xong mất tăm nhắn tin xin lỗi bao giờ mà phản hồi như đúng rồi?
1,"bánh tráng phô mai nhưng k có 1 chút mùi phô mai nào, đậm mùi tôm, mặn và cay, bánh tráng bị ướt nhão nhão ăn vào vị hơi ghê và nhiều sạn"
1,Bánh tráng rất ít sốt me lỏng lẻo kh ngon cho lắm giá thì hơi cao
1,Bánh tráng sâu à shop???
1,"Bánh tráng thì có bọ chết, hành phi tép thì sạn, bơ ít:))"
1,Bánh tráng thì cũng oke đấy ạ. Nhưng shop đómg gói hở miệng túi bị ỉu hết. Nhắn tin cho shop 2 ngày rồi mà shop không phản hồi không trả lời. Chăm sóc khách hàng quá tệ. Một trải nghiệm khá tệ khi mua hàng của mình.
1,Bánh tráng thì nhiều mà topping thì ít kh dám đổ nhiều nên nhạt
1,Bánh tráng vị cuộn tôm bị chua :)))) chê nha (hình ảnh chỉ mang tính chất nhận xu)
1,Bánh tránh có mùi rất kinh khủng bơ thì ko đc ngon
1,Bánh tránh rách hết😀
1,Bảo 30 gói nhưng nhận được có 10 gói. Chất lượng kém. Giấy mỏng số lượng giấy ít. Không phải loại gấu trúc.
1,Bao bì hàng real nhưng chất lượng giấy tệ
1,"Bao bì ổn, 500gr nhiều to , Ăn ngon mỗi tội ko thấy vị phô mai đou, Giao hàng nhanh"
1,Bao bì sản phẩm thì hong dẹp roi con hong co sot tac trong ruot co da nua moi nge👍
1,"1 sao, ko ngon, Phí tiền"
1,"1, 1, Xửa kí kém. Khách phản hồi ko xử lí cứ đẩy đưa. Ship thig thiếu 12 gói đùi bò. Nhắn tin baoe ship bù thì lại bảo hết. Hết mad ko bù lại tiền cho khách. Chụp gửi đầy đủ ảnh và đơn hàng  rồi. Quan trọng là shop ko muốn trả lại khách. Tệ nhé. Mua bực bào người"
1,"500g, xì ke, Bị mốc ko ăn đc ,lần 1 mua thấy ngon nên mua lại nhưng lần hai thì bị    mốc rất thất vọng"
1,"b, b, Ok so với giá tiền nhưng chuẩn bị hàng rất lâu )) nt thì k rep, đặt đơn 2 ngày sau mới xác nhận đơn. mình thấy chuẩn bị k kịp cũng oke nhma nên tông trọng và rep tn khách"
1,"bánh tráng gì mà không có bơ làm sao mà ăn shop bán gì kỳ vậy, tôi chưa có thử hương vị, Shop không cho bơ làm sao mà ăn"
1,"bánh tráng phô mai k biết vì gì mà ăn quá khô, k ngon, giao hàng hơn 1 tuần"
1,"bánh tráng phơi sương, bánh thì ít😀, nói chung là ăn tạm ổn, chứ nếu xét về bản thân mình ăn là đánh giá KHÔNG NGON nha, LƯU Ý NHA MỌI NGƯỜI"
1,"bao bì bị rách thiếu bơ, Tôi cam kết sản phẩm này ko được tốt"
1,"bao bị bóc ra, đc, Lấy về bao bị bóc r kh hiểu shop như nào mua lần đầu đc mà lần sau thì bao bóc r còn ít kh đủ 500g"
1,"Bao bì đẹp, Hương vị dễ ăn, Chuẩn bị hàng lâu, sau 2 ngày mới lấy hàng được., Gia vị nhiều quá ăn bị dội, bớt ngọt lại ăn sẽ ngon hơn. Có để số để liên hệ nhưng không thấy trả lời."
1,"bao bì hơi mất vs, Không ngon lắm đâu mn ơi, Hình ảnh mang tính chất nhận xu"
1,"bao bì không giống như shop live, Mọi người không nên mua nhé khuyên thật lòng 500g mà giao được 100g hàng mốc meo thúi rình shop bán hàng không uy tín"
1,"bị méo, tệ, Độ tuổi sử dụng:14, Chúng tôi yêu cầu hoàn lại tiền hoặc máy bay khác không tôi sẽ báo cáo lên công an tỉnh trước ngày 24/6.nó không có cảm biến sạc ko ổn định ko bay được"
1,"Bình thường, Bình thường, Giao hàng tận 7 ngày mới đến. Bánh tráng mốc ăn hết ngon lun rùi. Haizzz... Pùn qá 😌"
1,"Bình thường, muối tôm ăn như ăn cát, bánh tráng bình thường bơ ít, không ngon"
1,"bình thường, ngon, Mình đặt hàng mình rất tin tưởng bác nên lúc mình bóc mình ko quay video lại nhưng khi mở ra lại khiến mình thất vọng thì thiếu 12 gói snack bò quay khi mình nhắn shop thì rep rất lâu và khi mình muốn shop gửi nốt cho mình cái bị thiếu thì shop bảo có video để khắc phục nhưng mình ko có video nên ko khắc phục đc"
1,"bình thường, Quá ngọt, Giao nhầm hàng, vị ngọt gắt như sử dụng chất tạo ngọt. Quá thất vọng"
1,bơ bị vỡ giao hàng đéo cẩn thận
1,"bt, tệ, Ăn ngọt nhợ,  , quảng cáo thần thánh quá"
1,"bth, bình thường, Đóng goia ko kĩ bị hở nên có kiến,ăn bị ỉu,kiểu bị mềm mềm ẩm ẩm"
1,"bth, K ngon, Shop giao thiếu hàng k có chai sốt nào cả quá thất vọng 😃"
1,"chiuj, đen thế mà, Mua quá tr đồ mà shop làm ăn thấy chán :) chân gà bị thối rồi nó bấn ra ăn kh được luôn ý còn có mùi hỏng nữa mà nhắn tin cho shop,shop bảo có hsd trên bao bì . Ủa hsd mà trong lúc nhập hàng về bảo quản kh tốt thì nó cũng hỏng thôi khách ngta ăn thấy hỏng thì bảo lại chứ ai rảnh đi phản hồi lại mấy thứ này mà nói v đó. Ăn mấy cái kia kh được ngon nhưng nghĩ bụng đánh giá 5sao cho ngta để ngta có động lực phát triển nhưng kiểu này thì hết cứu. Đúng là tiền nào của nấy thật nhưng mà kiểu này thì chịu"
1,"có hướng dấn, Độ tuổi sử dụng:4tuôi, ko nên cho bé chơi một mình nguy hiểm, Sản phẩm ko điêu hướng di chuyên được"
