rating,comment
negative,1 Giao hàng 10 ngày mình nhận được anh shipper khá nhiệt tình 2 Shop có rep tin nhắn của mình nhưng không đáp ứng được nhu cầu gói hàng vào hộp của mình 3 Kính 3 10 Mỏng tanh gọng kính bị lệch lắp ráp không thẳng hàng phí tiền Mọi người không nên mua nhé 
negative,1 Máy nhỏ điện giật rất mạnh sử dụng mức thấp nhất nhưng vẫn k chịu nổi giựt tê tái luôn không phù hợp để massage Nói chung là sản phẩm rất tệ không sử dụng được mua về rồi bỏ rất phí tiền 2 Cách tính tiền khó hiểu tôi mua 2 sản phẩm 39k 1 sản phẩm thì 2 cái là 78k thôi nhưng hóa đơn là 85k Cái này 1 phần cũng do lỗi của mình vì lúc đặt hàng k xem lại 
negative,1 4 1996 massan group mạnh và sáng 2002 ra mắt thương hiệu Chinsu 70 hộ gia đình có sp của massan Xác nhập và phát triển thương hiệu của sp 2018 meat
negative,10 bộ thì hết 6 cái giống nhau rồi thì bán làm gì nhiều vây nnnnnkf
negative,10 cái sim thì đăng kí được 4 cái còn 6 cái không đăng kí được tk spee Chán cái dịch vụ
negative,10 cái thì 6 cái giống nhau
negative,10 chi tiết nhưng 8 cái giống nhau nói chung là đểu
negative,10 điểm đóng gói Ship xa đc đóng gói hẵng 1 cái bịch nilong 
negative,10 dụng cụ mà có đến 7 cái giống nhau Làm ăn lừa đảo
negative,10 hủ nhưng giao 1 mùi Đóng gói ko kỷ bể mất 1 hộp
negative,12 cái sử dụng ko đc Ko như những gì quảng cáo biết ko sử dụng đc Thì chắc ko mua
negative,16gb còn có 14 6 nha mn cho 1 sao cho mn đọc
negative,1cái nge đc còn cái kia thì ko
negative,1đống rồm ra mà chã có tác dụng
negative,1sao chưa nhận được sản phẩm
negative,1T cắm vào lattop còn 976G là đẹp nha ae Nhưng nó là loại U Disk tốc độ chậm hơn flash usb bình thường và sau khi mình định dạng vvvvv thì nó có 32g Shop lừa nhau quá
negative,2 cái gãy hết 2 cái Quá thất vọng đặt 12prm gửi 14prm
negative,2 chân tye c sạc nhanh không nhận
negative,2 miếng 1 miếng thì vỡ 1 miếng dán vào thù k hút được bỏ cả 2
negative,27 nghìn cho cái set này là quá đắt bơ thì bé tí bánh tráng thì như cao su vậy mọi người ko nên mua đâu ạ
negative,3 cổng sạc thì 1 cổng dùng đc 2 công hỏng sạc thì như sạc bt 1a mà bảo sạc nhanh cho shop 1 
negative,40W nhưng sạc rất chậm
negative,40W nhưng sạc vào rất chậm
negative,40w sạc chạm hơn 20w
negative,50k cuốn đc 2 cuốn
negative,acc i the only thing i the phone is that i the name of the person that i the same
negative,Ae đừng mua nha loại kém chất lượng xài k dc đâu
negative,ae ko nên mua nha hàng kém chất lượng giao xong bật lên ko nghe nhạc đc giao loa kém chất lượng kêu trả hàng thì im re đợi hết hạn rồi lấy tiền lun ae ko nên mua phí tiền
negative,Ae mua tạo telegram thì né shop này ra nhé Mua 20 cái vứt hơn nửa
negative,Ai có ý định mua loa này cần nên xem lại Loa thì dè ko kiểm tra trc khi gửi cho khách ib thì trả lời cho có Gọi điện thì kêu nghỉ Bảo đổi trả thì kêu bên e nghỉ Lý do nọ lý do kia Lm ăn ko có tý gọi là trách nhiệm nào cả Mình đánh giá 1 sao và quá thất vọng về cách kinh doanh bên shop 
negative,Ai mua hay đọc bình luận của mọi người đã nhé Gần như 100 mọi người phản hồi sản phẩm rất tệ Shop lừa đảo nếu Shopee vẫn để những shop bán hàng kiểu như thế này thì sẽ rất mất uy tín và mọi người sẽ k thể ủng hộ Shopee lâu dài đc 
negative,ai mua sim về tạo tk shopee thì né shop này ra nha mn mình mua sim đã hỏi shop sim mới cứng tạo được shopee không shop kêu có về 12 cái đều có tài khoản hết trơn lỡ dại nhấn đã nhận hàng nên giờ ib shop không thèm rep luôn thái độ phục vụ quá kém có âm chắc mình ciungx cho âm sao quá
negative,All numbers are banned already cant even register anywhere Dont waste your time and money 
negative,âm lượng thì ok mà 1 tai nghe dc 1 tai thì không
negative,Âm thanh cũng ổn nhưng không có nút bấm tăng giảm ám lượng trên tai nghe phần nút làm bằng nhựa nên dễ vỡ 1 sao nha
negative,Âm thanh lỏ vc dây thì mỏng khuyên mn nên mua măy cái 50k đừng ham rẻ
negative,ăn bị ngộ độc nhắn tin mà nt không phản hồi bảo trên live là có người trả lời chờ mãi chả thấy không hiểu nổi
negative,Ăn chả thấy vị phô mai đâu nhạt lách chán tht sự k nên mua đâu mn ăn
negative,Ăn kinh lắm Nó cứ bột bột mủn mủn s ấy mn ạ nt cho shop thì shop k trl k nên mua nhé 
negative,Ăn ko ăn giao hàng lâu bai bị pho nai bơ sữa nà chẳng ra pho mai bơ sữa gì ko nên mua
negative,Ăn ko ngon 1 tí nào vị thì ko đậm ăn bột bột muốn nôn vc ra hấn ko có gì đặc biệt luôn ấy thất vọng thật sự 
negative,Ăn ko ngon nhé cứng lắm mua trên tik tok ngon cơ cái này mua lại thương hiệu của bà tuyết nên làm chán lắm ạ
negative,Ảnh bán thì đủ loại màu đi ship 5 cái màu hồng màu hồng hôi nhất trong đủ loại màu phải chi đưa 5 cái 5 màu khác nhau ko tức đưa 5 cái màu hồng mùi hắc nồng sộc lỗ mũi hít vào khó chịu
negative,Ảnh chỉ để nhận xu Nhận hàng thất vọng nha K giống mô tả lắm mềm mà bệch k cao như mô tả đi hay bị vấp
negative,Anh chị mua dễ nhầm vì hàng này china rẻ nên cục sạc nhẹ bổng vẫn chưa dám sạc
negative,Anh em cân nhắc Nói thẳng ra là shop làm ăn và cách xử lí khi khách hàng thắc mắc quá chán Nhắn tin thì mấy tiếng sau mới trả lời Gọi đến số của shop thì thuê bao Quá tệ 
negative,Anh em chú ý shop này nhé Tào lao lắm mua sim bảo 1 năm ko hết hạn Sim tự gia han song hơn 1 tháng bị thi hồi về Nghỉ nó cay Nhắn tin thi mấy ngày ko thèm trả lời 
negative,Anh em mua hàng né cái shop này ra nhé Lừa đảo gửi sim lỗi đến lúc khiếu nại thì chối kiểu loanh quanh Máy mình vẫn đang dùng sim Vietnamobile bình thường lắp sim của shop vào ko dùng được phản hồi thì shop lại đổ tại máy mình 
negative,Anh giao hàng bị vỡ hết cả thế này shop không kiểm tra à
negative,Ảnh một đằng sản phẩm một nẻo
negative,Ảnh một kiểu hàng 1 kiểu
negative,Anh shiper dễ tính nhưng hàng thì giao ko đúng vs mẫu mình mua
negative,Ảnh thì to giao thì bé1 tháng ms nhận được quá là thất vọng
negative,Áo xấu còn kh khâu kim tuyến kh đúng như hình khâu còn bung chỉ tùm lum 
negative,Áo có nhiều vết bẩn lớn trên vải áo Màu sẽ đậm hơn trên hình Đang mang đi giặt thử xem có hết được không 
negative,áo đéo giống trong hình áo nhìn như cc
negative,Áo đểu ko nên mua
negative,Áo được thôi mỏng k dày lắm Mình thấy hình trên sp form áo đứng rất đẹp tuy nhiên ở ngoài mình thấy form áo dễ xê dịch Nút áo lỏng
negative,áo fece chùi nhà 
negative,Áo Ghi Như Cái Rẻ Lau
negative,Áo hình dán k pk đính kim tuyến nhé mn lưu ý
negative,Áo k giống trên ảnh
negative,Áo kh như hình ảnh minh họa ảnh minh họa là áo kim tuyến mà về ra áo kh kim tuyến
negative,Áo khoác nam mà k có túi bên trong Lần trước mình đặt rõ ràng có túi nên mới đặt lại mà lần này lại không có rất thất vọng Áo lần này còn mỏng nữa 
negative,Áo không giống hình ảnh
negative,Áo ko có kim tuyến shop đầu buồi mong shop xem lại
negative,Áo Ko giống như trên hình
negative,Áo ko giống như trên hình vải mỏng
negative,Áo ko giống như trong ảnh
negative,áo mới mà dây kéo rất rích kéo lên k được GIAO SAI ÁO đặt áo 129k có lớp lưới ở trong để mặc mát mà shop giao áo 99k mà mình trả tiền để mua áo lót lưới mà thôi coi như xui bỏ cái áo luôn 
negative,Áo mong hình in nhỏ còn bị bong
negative,Áo mỏng quá sức tưởng tượng giao 1 áo k có tem mạc gì hết Quá tệ
negative,Áo mỏng vl ae đừng nên mua
negative,Áo mỏng hình in không đẹp 
negative,Áo ngư cắt đã mỏng mà hình in còn ko đúng Quá tệ không bao h mua nữa
negative,Áo nhỏ hình mô xấu
negative,Áo như buoi xấu thậm tệ
negative,Áo như c chả có tí kim tuyến nào
negative,Áo như cái đầu buồi
negative,Áo như cc đừng mua
negative,Áo như ccc môi nhỏ ko nên mua
negative,Áo như lol shop treo đầu dê bán thịt chó lm ăn như lol
negative,Áo như lồn Không nên mua mn ơi
negative,Áo như lồnnnn Xấu k nên mua
negative,Áo như rẻ rách đặt cái lọ về cái kia
negative,Áo quá mỏng Màu đen nhìn mà xuyên thấu luôn mọi người nên cân nhất trước khi mua
negative,Áo quá mỏng giao lâu Lòi chỉ mai xéo in bị hở xấu
negative,Áo quá nhỏ cho nam mình là nữ 1m65 50kg mà mặc vừa khít luôn thì kb nam m7 6876kg như shop ghi thì ních kiểu gì Áo dài nhưng hẹp bề ngang vai nhỏ Chất thì ổn số với giá Tính mua mặc rộng rộng mà hóa ra lại vừa khít chán 
negative,Áo rách chỉ lum la
negative,Áo rất khác trên ảnh ạ Vải túi áo bằng vải nilon túi áo bé và thừa vải rất nhiều bằng nửa cái túi áo luôn Em có tạo link shopee để shop đặt lại áo để em gửi lại cho shop Em gói hàng cực ký cẩn thận Nhưng shop lại không nhận và hoàn lại bên em Em có nhắn tin hỏi shop thì shop không trả lời 
negative,Áo rộng và in rất chán
negative,áo thiết kế thì đẹp còn vải thì quá mỏng không dày dặn quá thất vọng mặc được vài bữa chắc làm dẻ lau nhà mất lần đầu mua áo brand mà mỏng vậy hình ảnh dùng để nhận xu 
negative,Áo thun k đúng màu nhaaa Quay lại mua lần 3 nhưng thất vọng ạ 
negative,áo trên mạng khác ngoài khác như lonn í 
negative,áo vải đẹp nhưng hình xấu mờ nhỏ khác với mô tả
negative,áo xấu chất vào rất mỏng cổ áo cũng thế chỉ may rất ẩu nhận hàng về bị thủng lỗ size L nhưng rất nhỏ kh đúng size trên bảng THẤT VỌNG
negative,Áo xấu delll có kim tuyến
negative,Áo xấu hình môi bé
negative,Áo xấu kh nên mua
negative,Ao xấu không dống như trên hình
negative,Áo xấu không giống trong hình
negative,Áo xấu lắm mỏng cực kỳ in thì ko đúng tốt nhất đừng mua
negative,Áo xấu như 1 cái dẻ lau
negative,Áo xấu vải mỏng ko như hình
negative,Áp SHOPEE này mang tính chất bán hàng lừa đảo và không có thái độ phục vụ khách hàng tốt vd như là đơn này tôi có bằng chứng và nhiều bằng chứng khác mà shopee mở cái đổi trả cho có chứ khôg cho đổi trả TẤT CẢ CHỦ SHOP TRÊN ỨNG DỤNG ĐIỀU LỪA ĐẢO có nhắn hỗ trợ gì chủ shop lừa mất tiền oan đó 
negative,Bấm dùng ko lên
negative,bấm huỷ hàng nhưng shop không xác nhận và shop nói những lời lẽ rất khó chịu mọi người từ lần sau mua shop này thì suy nghĩ kĩ có nên đặt không 
negative,Bấm khá lỏng lẻo phần ốc vít hông đc chặt cầm k chắc tay 
negative,Bấm tới mức lớn nhất cũng không run nt shop thì k thấy phản hồi 
negative,Bán cục nguồn hư sạc ko vo điện nhắn tin thì ko tra lời 
negative,Ban đầu cũng nghi nghi vì cmt toàn nói shop giao sai nhưng vẫn tin tưởng đặt ai dè giao sai màu còn sai số lượng ko bt shop làm ăn kiểu gì nữa tệ 
negative,Bán để có điều khiển mà giao không có
negative,Bán đồ chốc sơn tùm lum ib thì ko trả lời buôn bán k trách nhiệm lần trước mua kèm bóp thì bị hư ib cũng câm mn nên né đi
negative,Bán giá giẻ thì đừng giới thiệu hàng sịn
negative,Bán giấy giả Tay ướt lau là rã nát lau chén dĩa xong phai đi rửa lại chén vì dính giấy nát vụn đầy chén dĩa Nt nói shop thì shop k nhận bán hàng kém chat lượng quảng cáo sai dối Mà còn nói thấy ghét Xứng đâng chặn khỏi shopee Uổng tiền uổng sự tin tưởng Mua 2 thùng Giờ dụ rác Thảm bại qá nha shop 
negative,Bán hàng bố náo mua máy bay lại không có điều khiển bố náo
negative,Bán hàng dởm mấy mua về sài ko được đổi lại cũng ko được bỏ tiền mua mà sử dụng ko được bán hàng tệ ko nên mua
negative,Bán hàng ko có tâm chút nào Giấy vụn rồi bụi sần sùi thấy gớm Mọi ng đừng có mua của shop này nữa
negative,Bán hàng ko có trách nhiệm ko có uy tín Mọi người đừng nên mua Mua về quên ko check luôn nên ko hoàn hàng được Mọi người tránh shop này ra nhé
negative,bán hàng lừa đảo nhé anh em cảnh giác giao 20 cái sim không dùng đc cái nào lắp vào không nhận sóng không đăng kí đc gì hết đúng lũ lừa đảo không khá lên được anh mua nhớ xem những đánh giá 1 sao xem như nào nhé 
negative,Bán hàng mà không chú trọng đến hàng hóa sản phẩm dù SP mắt tiền hay rẻ tiền thì cũng gói SP phẩm đến tay khách hàng đàng hoàn tử tế chứ có đâu gói cục hàng Như đồ ngoài chợ trời lại còn gói giống cục băng vệ sinh phụ nữ bỏ mẹ 
negative,Bán hàng mua này giao kia mua gia 35 giao món 15 bán hàng rất là gian lận
negative,bán hàng như cc
negative,bán hàng như lừa đảo vậy giao đồ chơi trẻ em à
negative,Bán hàng phải rao bán cụ thể miếng dán không không có điện sao giật được mua rồi bỏ không kìa không có cục tròn đâu có bấm máy mà chạy massage được
negative,Bán hàng quá kém Mình đặt 40kg thì giao không đúng còn xé tem kg trên thân Đặt cạnh cây 60kg mình mua từ trước thì không khác nhiều khả năng là cây 50kg chớ không phải 40kg như mình đặt Gian dối quá Không có thì báo không chớ làm vậy ai dám mua nữa
negative,Bán hàng sai quảng cáo Sim đã bị đăng ký gần hết 
negative,Bán k có đầu ghim vào cốc sạc
negative,Bán màn hình gi mà vân vân tay thiêt kế không ôn chut nào Khó nhìn làm khó chịu mat
negative,Bạn ơi đăng ký App MBBank để có ngay 30 000VND và cơ hội kiếm thêm hàng chục triệu đồng khi giới thiệu bạn bè Miễn phí chuyển khoản trọn đời và lựa chọn tài khoản Số đẹp miễn phí theo link sau 
negative,Bán sim 45 ngày mà động đến làm cái nào cũng bị khoá 1 chiều gọi đi
negative,Bán sim 4k trong khi khách hàng phải trả 8k5 sim Khách hàng thắc mắc thì im lặng
negative,bán sim bố láo mua sim 60 ngày có sim ko nhận được tin nhắn phải nạp tiền kích hoạt sim thì 30 11 ko ai rảnh mua 1 mớ sim vô gọi 789 gia hạn nêu gia hạn vậy mua sim 15 ngày gia hạn còn khoẻ hơn 1 sao xứng đáng 
negative,Bán sim đã sài nát k phải sim zin lừa đảo ae nhé
negative,Bán sim để lập các ứng dụng mà mua về lập shopee k lập được chán
negative,Bán sim đểu ah ko dùng đc ib shop ko thèm trả lời
negative,Bán sim lừa đảo mua 10 cái sim hạn 60 ngày ko dùng dc cái nào nhắn tin shop thì ko trả lời ko giải quyết hơn 100k mà đi lừa khách hàng 
negative,Bán thì có hộp mua về thành cái túi bóng
negative,Bán toàn sim hết hạn Mua về phải nạp tiền mới dùng đc
negative,Bánh bị mốc shop bán mà k để ý hàng hóa bán cho người ta hàng kém chất lượng mọi người cân nhắc khi mua ạ
negative,Bánh hơi cứng có miếng bị khô Trải nghiệm lần đầu mua hàng của shop bị thất vọng Vừa cầm đơn hàng trên tay đã thấy bị con gì cắn cả 1 lỗ to đùng r dã thế lúc mở ra thì túi zip ko đc đóng kín hở toang hoác ra ạ Khâu đóng gói gửi đi cho khách cực kỳ cẩu thả Giá rẻ là rất tốt rồi biết là shop rất nhiều đơn hơn nữa lại là ngày sale nhưng cũng cần tôn trọng khách ạ Ko thể vì sản phẩm bán rẻ rồi muốn đóng hàng gửi hàng như nào thì gửi đc Mình nghĩ shop nên mua thêm máy hàn miệng túi để khâu đóng gói đc hoàn thiện hơn 
negative,Bánh khô ko dung với hình bánh ít được có 6 cái Bơ cũng ít
negative,Bánh mốc od 3kg làm 2lần mỗi lần 1 5kg áp mã ib shop k phản hồi
negative,Bánh thì bị ỉu dai có mùi hắc dầu rất khó mà ăn có đưa ra giải quyết nhanh mà shop không giải quyết theo bịch bánh tráng mình đã vứt nên không quay vd
negative,bánh tráng bị mốc nhắn tin mà shop kh trả lời
negative,Bánh tráng bị sẫm màu đục hơn bánh tráng bên shop khác Bánh có nhiều vết dơ đen
negative,bânh tráng có 1 tí gói bơ bé hơn ngón tay set này k xứng với giá tiền bánh tráng hôi ship lâu
negative,Bánh tráng cũ hơi thất vọg k đáng mua mùa đi k 3746Sử dụng biểu tượng chỉnh sửa để ghim thêm hoặc xóa đoạn sjjsjhdjdkskmsnxnbxydisjssns s wujwjuwueeejebennenebennddhdhjd được những 2 ư là ai t chơi game với đồ họa đẹp mắt muốn điều đó không phải là người tốt việc tốt nhất là khi nào e ở bên 66yeysy có một người đàn có một nhân viên uốg cafe chơi game rác kêu t choiw mậy là ai đâu oan hồn nhanh quá nguy cơ à 3
negative,Bánh tráng cứng 
negative,bánh tráng dở cực như gần bị hư v vị thì lạc không nghe mùi phô mai gì hết
negative,Bánh trảng dở ẹt hầu rình
negative,Bánh tráng dở lắm ạ không phải bánh tráng phơi sương ạ nói chung là dở lắm ạ
negative,Bánh tráng dở vl Trc h t ăn xì ke là kiểu dạng muối nhuyễn và có nhiều hành phi siêu cay nha Bánh tráng shop ăn chẳng thấy hột muối nào trộn ko đều mùi thuốc bắc ấy t ko thik ngửi mùi này chút nào vs cả xì ke khô mà ăn cảm nhận đc vị nước lọc trộn vào và đặc biệt xì ke ko cay bánh tráng ngoài bắc đúng là 1 lv khác
negative,Bánh tráng gương mat cứng vậy 
negative,Bánh tráng hết hạn ngày xuất và hạn sử dụng thì ghi k đúng
negative,Bánh tráng ít chắc 10 miếng ít lắm Bơ ít rất rât ít Hành phi ít tẻo Nước sốt me như nước me dở ẹt Ko đáng mua Đóng gói nguy hiểm thà tui bỏ ra thêm mười mấy ngàn mua bên CHUCHAN nha mọi người
negative,bánh tráng ỉu ăn như đấm vào mồm vậy
negative,Bánh tráng không ngon đặt cái này giao cái khác đóng gói còn ko kỹ
negative,Bánh tráng lần này ăn rất dở quá tệ bánh tráng xì ke vừa khô vừa mặn vừa cay ncl k nên mua đâu
negative,Bánh tráng này là bánh tráng phơi nắng chứ kp btp sương hàng về tưởng ngon lành ai dè nó bị khô hết Cuối cùng là vứt nguyên bì
negative,Bánh tráng như cl được mỗi cái bao bì đẹp cái hành phi gì đấy đắng ỉa
negative,bánh tráng phô mai bị vụn với bị ít hơn loại bánh tráng khác nhắn tin khiếu nại thì rep được tý xong mất tăm nhắn tin xin lỗi bao giờ mà phản hồi như đúng rồi 
negative,bánh tráng phô mai nhưng k có 1 chút mùi phô mai nào đậm mùi tôm mặn và cay bánh tráng bị ướt nhão nhão ăn vào vị hơi ghê và nhiều sạn
negative,Bánh tráng rất ít sốt me lỏng lẻo kh ngon cho lắm giá thì hơi cao
negative,Bánh tráng sâu à shop 
negative,Bánh tráng thì có bọ chết hành phi tép thì sạn bơ ít 
negative,Bánh tráng thì cũng oke đấy ạ Nhưng shop đómg gói hở miệng túi bị ỉu hết Nhắn tin cho shop 2 ngày rồi mà shop không phản hồi không trả lời Chăm sóc khách hàng quá tệ Một trải nghiệm khá tệ khi mua hàng của mình 
negative,Bánh tráng thì nhiều mà topping thì ít kh dám đổ nhiều nên nhạt
negative,Bánh tráng vị cuộn tôm bị chua chê nha hình ảnh chỉ mang tính chất nhận xu 
negative,Bánh tránh có mùi rất kinh khủng bơ thì ko đc ngon
negative,Bánh tránh rách hết 
negative,Bảo 30 gói nhưng nhận được có 10 gói Chất lượng kém Giấy mỏng số lượng giấy ít Không phải loại gấu trúc 
negative,Bao bì hàng real nhưng chất lượng giấy tệ
negative,Bao bì ổn 500gr nhiều to Ăn ngon mỗi tội ko thấy vị phô mai đou Giao hàng nhanh
negative,Bao bì sản phẩm thì hong dẹp roi con hong co sot tac trong ruot co da nua moi nge 
negative,1 sao ko ngon Phí tiền
negative,1 1 Xửa kí kém Khách phản hồi ko xử lí cứ đẩy đưa Ship thig thiếu 12 gói đùi bò Nhắn tin baoe ship bù thì lại bảo hết Hết mad ko bù lại tiền cho khách Chụp gửi đầy đủ ảnh và đơn hàng rồi Quan trọng là shop ko muốn trả lại khách Tệ nhé Mua bực bào người
negative,500g xì ke Bị mốc ko ăn đc lần 1 mua thấy ngon nên mua lại nhưng lần hai thì bị mốc rất thất vọng
negative,b b Ok so với giá tiền nhưng chuẩn bị hàng rất lâu nt thì k rep đặt đơn 2 ngày sau mới xác nhận đơn mình thấy chuẩn bị k kịp cũng oke nhma nên tông trọng và rep tn khách
negative,bánh tráng gì mà không có bơ làm sao mà ăn shop bán gì kỳ vậy tôi chưa có thử hương vị Shop không cho bơ làm sao mà ăn
negative,bánh tráng phô mai k biết vì gì mà ăn quá khô k ngon giao hàng hơn 1 tuần
negative,bánh tráng phơi sương bánh thì ít nói chung là ăn tạm ổn chứ nếu xét về bản thân mình ăn là đánh giá KHÔNG NGON nha LƯU Ý NHA MỌI NGƯỜI
negative,bao bì bị rách thiếu bơ Tôi cam kết sản phẩm này ko được tốt
negative,bao bị bóc ra đc Lấy về bao bị bóc r kh hiểu shop như nào mua lần đầu đc mà lần sau thì bao bóc r còn ít kh đủ 500g
negative,Bao bì đẹp Hương vị dễ ăn Chuẩn bị hàng lâu sau 2 ngày mới lấy hàng được Gia vị nhiều quá ăn bị dội bớt ngọt lại ăn sẽ ngon hơn Có để số để liên hệ nhưng không thấy trả lời 
negative,bao bì hơi mất vs Không ngon lắm đâu mn ơi Hình ảnh mang tính chất nhận xu
negative,bao bì không giống như shop live Mọi người không nên mua nhé khuyên thật lòng 500g mà giao được 100g hàng mốc meo thúi rình shop bán hàng không uy tín
negative,bị méo tệ Độ tuổi sử dụng 14 Chúng tôi yêu cầu hoàn lại tiền hoặc máy bay khác không tôi sẽ báo cáo lên công an tỉnh trước ngày 24 6 nó không có cảm biến sạc ko ổn định ko bay được
negative,Bình thường Bình thường Giao hàng tận 7 ngày mới đến Bánh tráng mốc ăn hết ngon lun rùi Haizzz Pùn qá 
negative,Bình thường muối tôm ăn như ăn cát bánh tráng bình thường bơ ít không ngon
negative,bình thường ngon Mình đặt hàng mình rất tin tưởng bác nên lúc mình bóc mình ko quay video lại nhưng khi mở ra lại khiến mình thất vọng thì thiếu 12 gói snack bò quay khi mình nhắn shop thì rep rất lâu và khi mình muốn shop gửi nốt cho mình cái bị thiếu thì shop bảo có video để khắc phục nhưng mình ko có video nên ko khắc phục đc
negative,bình thường Quá ngọt Giao nhầm hàng vị ngọt gắt như sử dụng chất tạo ngọt Quá thất vọng
negative,bơ bị vỡ giao hàng đéo cẩn thận
negative,bt tệ Ăn ngọt nhợ quảng cáo thần thánh quá
negative,bth bình thường Đóng goia ko kĩ bị hở nên có kiến ăn bị ỉu kiểu bị mềm mềm ẩm ẩm
negative,bth K ngon Shop giao thiếu hàng k có chai sốt nào cả quá thất vọng 
negative,chiuj đen thế mà Mua quá tr đồ mà shop làm ăn thấy chán chân gà bị thối rồi nó bấn ra ăn kh được luôn ý còn có mùi hỏng nữa mà nhắn tin cho shop shop bảo có hsd trên bao bì Ủa hsd mà trong lúc nhập hàng về bảo quản kh tốt thì nó cũng hỏng thôi khách ngta ăn thấy hỏng thì bảo lại chứ ai rảnh đi phản hồi lại mấy thứ này mà nói v đó Ăn mấy cái kia kh được ngon nhưng nghĩ bụng đánh giá 5sao cho ngta để ngta có động lực phát triển nhưng kiểu này thì hết cứu Đúng là tiền nào của nấy thật nhưng mà kiểu này thì chịu
negative,có hướng dấn Độ tuổi sử dụng 4tuôi ko nên cho bé chơi một mình nguy hiểm Sản phẩm ko điêu hướng di chuyên được
negative,cũng như ảnh ngọt quá không cay lắm cay nhẹ Mình thấy bên đóng gói không nghiêm túc miếng nem chưa được trộn đều nhưng vẫn đóng gói cho khách hàng 1 mặt thấm vị 1 mặt có vị thì không xử lý chúng mà thay vì đó lật phần được trộn đều qua phần được làm bao bì trong suốt để đánh lừa thị giác mình cug cập nhật hình ảnh cho shop thấy để bảo nhân viên làm cho kỹ Htruoc mình có đặt 24 gói bò thì cug giao thiếu 3 gói lúc bóc hàng quên không quay video s để làm bằng chứng nhưng mình muốn nói để nv nên làm kỹ cẩn thận đến tay sp khách hàng nếu không mất khách Sau đây là hình ảnh mình bóc ra ăn có mấy gói nem đều bị vậy chắc do lô đó Tuy mình đánh giá 1 sao nma mình vẫn mua tiếp vì đây là đánh giá sp khi đến tay mình và chất lượng của nó như nào thì mình đánh giá vậy mong các b nhân viên làm cẩn thận chút
